"match_map_id","player_id","total_kills","total_deaths","total_assists","kill_death_ratio","total_score","damage_dealt","highest_streak","untraded_deaths","traded_deaths","untraded_kills","traded_kills","tacticals_used","lethals_used","dead_silence_time","friendly_damage","distance_traveled","average_speed","control_tiers_captured","first_blood_kills","bombs_planted","bombs_defused","sneak_defuses","aces","hp_hill_time","hp_hill_time_contested","rotation_kills"
19542,44,28,26,4,1.08,3475,3296,5,22,4,21,7,14,17,98,81,62272.44141,177.7180328,,0,,,,0,30,0,5
19542,61,26,25,4,1.04,3395,2923,5,19,6,20,6,10,15,0,0,53249.88281,165.3721924,,0,,,,0,47,3,6
19542,361,17,26,9,0.65,4190,2434,2,18,8,11,6,17,9,64,0,48706.97266,150.5961761,,0,,,,0,139,1,3
19542,426,30,23,3,1.3,4050,3437,7,18,5,26,4,4,12,0,100,63735.86328,168.2657776,,0,,,,0,36,2,8
19543,44,8,5,0,1.6,900,1019,3,4,0,7,1,4,2,66,0,43788.76172,107.935463,,3,1,0,0,0,,,0
19543,61,6,5,1,1.2,700,572,2,3,1,3,2,5,5,0,0,37033.57422,94.02269745,,0,1,1,0,0,,,0
19543,361,5,4,3,1.25,550,774,3,2,2,4,0,8,8,40,0,33919.55469,89.41915894,,1,0,0,0,0,,,0
19543,426,9,4,0,2.25,700,1028,4,4,0,5,0,5,5,20,0,27742.99609,68.89718628,,2,2,0,0,0,,,0
19544,44,16,17,7,0.94,1825,2130,6,12,5,12,4,11,10,87,0,62680.04688,186.5697479,1,1,,,,0,,,0
19544,61,15,14,5,1.07,1975,1935,4,11,4,12,3,9,9,0,32,53873.06641,158.7332001,0,0,,,,0,,,0
19544,361,20,16,5,1.25,2425,2349,4,12,4,15,5,17,9,93,28,55588.67969,165.4142761,3,1,,,,0,,,0
19544,426,27,16,0,1.69,3025,2885,6,14,2,22,5,9,10,0,81,56340.56641,171.2595062,4,0,,,,0,,,0
19542,39,18,23,5,0.78,3625,2079,3,20,3,15,3,19,18,107,83,48636.96875,148.4894409,,0,,,,0,100,1,6
19542,50,25,32,7,0.78,4910,3220,6,24,8,17,8,7,9,0,0,58346.69141,177.3419647,,1,,,,0,121,5,4
19542,120,26,21,7,1.24,3500,3162,6,15,6,20,6,16,14,0,2,52920.83984,155.4314423,,0,,,,0,40,0,10
19542,262,31,25,5,1.24,3370,3454,8,19,6,25,6,8,9,55,17,68126.82813,198.122818,,0,,,,0,7,1,6
19543,39,4,8,0,0.5,500,560,2,5,0,3,1,4,3,47,0,36852.36719,88.47296143,,0,1,0,0,0,,,0
19543,50,6,7,1,0.86,625,816,4,6,1,5,0,4,3,45,0,38759.69141,96.10866547,,2,0,0,0,0,,,0
19543,120,3,7,1,0.43,450,614,1,5,0,2,1,6,4,15,0,39736.52734,103.6039505,,0,1,0,0,0,,,0
19543,262,5,6,1,0.83,625,440,4,3,2,3,1,4,3,58,0,39504.63672,103.4435272,,0,0,1,0,1,,,0
19544,39,12,20,3,0.6,1550,1679,4,18,2,8,4,17,15,170,40,59429.60938,191.1014252,5,0,,,,0,,,0
19544,50,19,24,7,0.79,2700,2193,4,17,7,14,5,9,7,0,39,68115.16406,202.0880432,5,0,,,,0,,,0
19544,120,13,15,3,0.87,1625,1506,3,11,4,11,3,13,11,0,0,53425.62891,169.6907654,6,1,,,,0,,,0
19544,262,19,19,6,1,2175,2322,5,15,4,16,3,6,7,107,28,72202.35156,216.0354614,0,0,,,,0,,,0
19567,39,27,18,11,1.5,3385,2828,6,10,8,19,8,15,13,108,200,57424.80859,183.3382111,,0,,,,0,26,0,3
19567,50,17,20,9,0.85,3910,2388,5,14,6,11,6,11,9,0,21,59966.95703,189.0212708,,0,,,,0,117,15,3
19567,120,17,16,7,1.06,3175,2017,3,10,6,14,3,17,13,0,58,61432.29688,192.1176605,,0,,,,0,71,8,1
19567,262,26,22,9,1.18,4505,2842,3,16,6,15,11,9,8,104,0,62699.23047,199.8625793,,1,,,,0,73,3,4
19568,39,3,8,1,0.38,325,587,1,7,1,3,0,9,5,40,0,42683.53125,79.29176331,,1,0,0,0,0,,,0
19568,50,8,6,2,1.33,775,1089,5,2,2,6,1,4,2,95,2,60273.15625,108.6973953,,1,0,0,0,0,,,0
19568,120,4,8,2,0.5,650,731,2,4,1,3,0,7,7,31,3,55647.58984,113.2804337,,0,3,0,0,0,,,0
19568,262,7,6,1,1.17,725,701,5,5,1,6,0,6,4,58,0,43723.19141,87.4671402,,0,0,1,0,1,,,0
19569,39,9,18,4,0.5,1275,1402,2,14,4,7,2,19,15,178,39,62130.76172,224.3136444,4,1,,,,0,,,0
19569,50,14,19,5,0.74,1925,2035,5,19,1,11,3,8,7,0,0,70430.35938,241.6740875,4,0,,,,0,,,0
19569,120,14,10,5,1.4,1775,1845,5,7,3,12,2,11,11,0,0,53185.14453,174.5653076,3,0,,,,0,,,0
19569,262,13,15,3,0.87,1575,1518,3,13,2,9,4,6,5,195,0,65001.13281,215.9999695,1,0,,,,0,,,0
19570,39,20,18,5,1.11,3040,2412,4,13,5,14,6,16,16,86,1,51451.88672,176.4165955,,0,,,,0,44,10,2
19570,50,17,20,4,0.85,3925,2003,6,17,3,15,2,8,5,0,3,60966.73438,190.4511261,,1,,,,0,110,3,3
19570,120,12,20,11,0.6,2565,1992,2,12,7,9,3,14,13,0,110,51039.71484,180.1365814,,0,,,,0,29,12,3
19570,262,18,22,5,0.82,2590,1884,4,17,5,14,4,4,3,79,0,53702.02344,185.2663879,,0,,,,0,34,7,1
19567,65,21,24,6,0.88,3130,2579,2,17,7,10,11,10,15,76,77,58253.35156,201.2091217,,0,,,,0,13,5,6
19567,264,20,18,4,1.11,2730,2147,4,13,5,14,6,13,12,0,13,47380.69922,155.7404327,,0,,,,0,33,5,2
19567,363,13,23,6,0.57,2345,1737,4,15,8,11,2,11,12,0,4,47366.22656,171.411087,,0,,,,0,47,7,2
19567,517,22,22,13,1,4735,2893,5,14,8,15,7,12,8,14,63,46439.90234,160.7452087,,0,,,,0,86,9,1
19568,65,9,7,1,1.29,875,1407,3,7,0,6,2,6,6,88,0,51998.02344,96.41109467,,4,0,0,0,0,,,0
19568,264,8,6,3,1.33,1050,1156,3,4,0,5,2,6,4,45,0,47055.75391,87.48880005,,2,1,1,0,0,,,0
19568,363,7,4,2,1.75,875,842,4,2,1,3,1,6,3,95,0,57016.28125,105.2058792,,0,2,0,0,0,,,0
19568,517,4,5,0,0.8,400,770,2,5,0,4,0,4,3,53,0,49643.34375,89.72592926,,1,0,0,0,0,,,0
19569,65,17,15,4,1.13,2050,2455,4,12,3,14,3,8,12,87,1,66189.74219,222.7483368,4,1,,,,0,,,0
19569,264,16,12,2,1.33,2075,2031,5,11,1,14,2,8,9,0,0,56074.26172,173.5780182,8,0,,,,0,,,0
19569,363,16,12,1,1.33,1800,1832,4,8,4,14,3,5,4,96,66,60285.15234,197.2707977,6,3,,,,0,,,0
19569,517,13,11,3,1.18,1550,1989,4,8,3,11,2,5,4,8,0,50102.02734,164.9496155,7,0,,,,0,,,0
19570,65,17,19,3,0.89,3485,2237,4,16,3,13,4,11,11,56,2,58415.32031,182.061615,,0,,,,0,87,6,5
19570,264,23,12,5,1.92,4100,2726,6,9,3,19,4,10,11,0,56,47594.01172,149.5222626,,0,,,,0,111,12,3
19570,363,18,17,8,1.06,3585,2561,5,14,3,11,7,10,9,0,81,51645.73047,161.642807,,0,,,,0,66,8,4
19570,517,21,19,4,1.11,3400,2566,4,13,6,16,5,3,4,41,79,48221.24609,163.3949432,,0,,,,0,60,11,5
19582,51,14,20,4,0.7,2515,1729,3,16,5,10,4,7,7,79,70,59714.90234,197.8598785,,0,,,,0,64,6,1
19582,112,14,17,10,0.82,2440,2569,5,13,5,11,3,13,9,0,72,44877.1875,161.9406738,,0,,,,0,9,0,2
19582,222,14,18,3,0.78,2260,1937,2,16,2,11,3,13,11,27,31,54948.61719,199.8786163,,0,,,,0,36,3,2
19582,266,21,25,1,0.84,3325,2128,4,21,4,12,9,13,10,0,33,60159.63672,205.7462311,,0,,,,0,35,6,4
19583,51,7,8,0,0.88,600,911,3,6,0,5,0,6,5,75,0,52815.21094,101.2060699,,0,1,0,0,0,,,0
19583,112,4,9,0,0.44,600,595,2,9,0,3,0,10,9,38,0,36367.10547,76.94515228,,2,0,1,0,0,,,0
19583,222,5,8,1,0.63,550,717,2,4,1,3,2,9,10,18,0,58018.01563,115.4986038,,0,0,0,0,0,,,0
19583,266,7,9,0,0.78,600,768,3,8,0,4,2,7,5,0,0,43992.75781,84.33403015,,0,0,0,0,0,,,0
19584,51,11,19,1,0.58,1325,1214,4,17,2,9,2,5,9,56,0,46390.21094,180.1821136,2,0,,,,0,,,0
19584,112,14,18,2,0.78,1600,2262,3,15,3,10,4,12,12,0,0,38130.78125,148.0148315,0,1,,,,0,,,0
19584,222,7,16,7,0.44,1225,1436,2,12,4,7,0,6,12,23,72,40542.10547,163.0424194,2,0,,,,0,,,0
19584,266,14,19,1,0.74,1525,1493,3,16,3,9,5,7,4,7,72,46674.11328,196.8049469,0,2,,,,0,,,0
19582,39,16,13,7,1.23,2445,2098,4,10,3,12,4,12,13,90,0,54570.30469,172.3716583,,1,,,,0,48,2,4
19582,50,21,20,7,1.05,4420,2769,5,15,5,19,4,13,11,0,31,54324.15625,190.3390503,,0,,,,0,113,4,5
19582,120,20,12,7,1.67,2855,2482,8,9,3,17,3,10,9,0,0,50076.56641,166.3394928,,0,,,,0,43,3,6
19582,262,23,18,5,1.28,3860,2442,3,10,8,18,5,8,6,174,66,58142.38281,182.9763641,,0,,,,0,61,6,4
19583,39,8,6,2,1.33,825,1198,3,4,0,7,0,10,10,100,1,50377.08203,99.73255157,,1,0,0,0,0,,,0
19583,50,12,5,4,2.4,1000,1452,7,3,1,9,1,9,8,100,0,48509.44922,98.98343658,,2,0,0,0,1,,,0
19583,120,7,5,1,1.4,625,885,3,4,0,6,0,8,11,7,20,54577.48828,104.4310379,,0,0,0,0,0,,,0
19583,262,7,7,3,1,875,856,2,4,3,5,0,6,4,49,0,50152.83594,86.14326477,,5,3,0,0,0,,,0
19584,39,17,13,5,1.31,2125,1961,5,10,3,14,3,13,10,84,10,44815.70313,172.7680511,0,0,,,,0,,,0
19584,50,18,13,6,1.38,2300,2219,5,11,2,14,4,10,7,0,37,42023.80078,160.7274933,6,0,,,,0,,,0
19584,120,19,7,7,2.71,2550,2290,6,7,0,17,2,10,9,0,53,33783.64453,129.1871796,5,0,,,,0,,,0
19584,262,18,13,6,1.38,2200,2290,4,7,6,15,3,6,7,55,71,48729.36719,184.9991455,1,0,,,,0,,,0
19602,54,23,24,12,0.96,,2916,0,,,18,5,,,,,,,,0,,,,0,118,7,3
19602,223,34,31,7,1.1,,3532,0,,,26,8,,,,,,,,0,,,,0,54,6,5
19602,227,26,25,4,1.04,,2936,0,,,22,4,,,,,,,,0,,,,0,72,7,5
19602,430,16,31,12,0.52,,2777,0,,,11,5,,,,,,,,1,,,,0,48,1,1
19603,54,11,5,4,2.2,1000,1780,6,2,0,6,3,10,11,0,0,31258.37305,70.47763824,,,0,0,0,,,,
19603,223,9,5,2,1.8,950,1141,6,4,1,7,1,9,10,35,1,33907.88281,79.22432709,,,1,0,0,,,,
19603,227,11,7,0,1.57,900,1273,4,7,0,7,2,9,5,47,0,31144.58594,71.39527893,,,0,0,0,,,,
19603,430,3,9,3,0.33,525,607,1,3,5,0,2,4,6,20,0,22373.60352,46.56056595,,,2,0,0,,,,
19604,54,27,22,8,1.23,3225,3624,7,17,5,21,6,23,24,0,160,55837.47656,147.4274292,4,0,,,,0,,,0
19604,223,27,29,7,0.93,3550,3334,5,21,8,19,8,10,20,53,1,83081.42969,213.0199432,4,1,,,,0,,,0
19604,227,21,27,12,0.78,2975,2864,4,21,6,15,6,8,20,0,32,58874.76953,146.8117371,0,0,,,,0,,,0
19604,430,25,28,7,0.89,3175,2958,6,22,6,19,6,15,16,107,0,69934.99219,181.5370636,2,0,,,,0,,,0
19605,54,18,23,3,0.78,2885,2423,4,19,4,12,6,22,20,0,0,64321.60938,181.024353,,0,,,,0,46,2,4
19605,223,24,29,5,0.83,3870,3128,3,21,8,15,9,16,19,70,0,79871.90625,219.1742706,,0,,,,0,37,1,5
19605,227,21,22,5,0.95,4325,2669,7,14,8,14,7,13,15,0,0,64313.03125,180.5314178,,0,,,,0,125,4,4
19605,430,32,20,9,1.6,4420,4155,5,13,7,22,10,9,13,99,0,74975.08594,196.2380829,,1,,,,0,22,0,4
19606,54,10,5,3,2,1025,1550,6,4,1,7,1,7,8,58,0,48431.72656,102.4465027,,2,1,0,0,0,,,0
19606,223,6,7,0,0.86,500,580,2,5,0,5,0,5,3,55,0,43346.28125,91.63928986,,2,0,0,0,0,,,0
19606,227,4,8,1,0.5,400,984,1,6,0,2,2,4,4,71,0,40854.36328,84.81159973,,0,0,0,0,0,,,0
19606,430,2,9,0,0.22,300,439,1,8,0,0,2,1,6,9,0,25390.58203,54.03391266,,1,1,0,0,0,,,0
19602,39,25,26,4,0.96,,2615,0,,,18,7,,,,,,,,0,,,,0,60,11,3
19602,50,31,28,9,1.11,,3912,0,,,21,10,,,,,,,,0,,,,0,51,5,4
19602,120,20,22,13,0.91,,2893,0,,,17,3,,,,,,,,0,,,,0,40,0,4
19602,262,35,23,4,1.52,,3780,0,,,28,7,,,,,,,,0,,,,0,80,8,10
19603,39,7,6,6,1.17,800,1218,3,4,1,5,1,11,11,87,5,42900.78516,92.127388,,,0,0,0,,,,
19603,50,4,10,2,0.4,725,605,1,5,2,4,0,10,6,35,30,37536.57813,80.11490631,,,1,1,1,,,,
19603,120,9,8,2,1.13,775,1171,5,5,1,6,1,11,11,0,0,40923.16016,88.61994934,,,0,0,0,,,,
19603,262,6,10,2,0.6,600,782,1,6,4,1,4,5,3,31,0,29746.59375,66.39196777,,,0,0,0,,,,
19604,39,23,23,7,1,2975,2793,4,18,5,18,5,22,22,306,1,71990.97656,182.9638977,3,1,,,,0,,,0
19604,50,28,30,8,0.93,3475,3353,6,21,9,21,7,13,25,0,31,79420.72656,212.2661743,4,0,,,,0,,,0
19604,120,16,22,9,0.73,2350,2393,3,16,6,14,2,21,19,0,12,66171.21875,176.3330536,5,0,,,,0,,,0
19604,262,39,25,5,1.56,4225,4456,5,19,6,28,11,7,4,136,143,75894.59375,192.1884918,0,3,,,,0,,,0
19605,39,26,23,13,1.13,4335,3144,3,13,10,18,8,22,21,108,43,67371.11719,180.9105377,,0,,,,0,52,0,6
19605,50,29,21,3,1.38,5265,3061,3,14,7,24,5,13,13,0,130,77203.53906,193.18573,,0,,,,0,115,3,3
19605,120,18,30,9,0.6,3550,2610,2,22,8,10,8,18,19,0,140,64445.84375,191.5380402,,0,,,,0,75,2,6
19605,262,21,21,8,1,3525,2434,4,14,7,15,6,7,5,113,0,74561.25781,182.4108734,,0,,,,0,46,1,7
19606,39,7,7,2,1,650,914,2,4,2,5,1,9,9,80,1,44918.64844,100.532135,,0,0,0,0,0,,,0
19606,50,10,5,3,2,1000,1498,4,2,1,8,0,8,8,100,0,65762.55469,135.6017151,,2,1,0,0,1,,,0
19606,120,5,6,2,0.83,500,780,2,5,1,4,0,6,8,0,1,37673.16016,93.22473907,,0,0,0,0,0,,,0
19606,262,7,4,1,1.75,900,608,3,3,1,6,0,4,3,55,0,45978.80078,92.29787445,,2,3,0,0,0,,,0
20107,39,13,27,9,0.48,2230,1777,2,19,8,7,6,17,8,2,107,55011.70313,183.6919403,,0,,,,0,39,0,2
20107,50,26,28,6,0.93,3945,2871,3,20,8,13,13,9,15,77,1,58682.875,181.6542664,,0,,,,0,42,2,5
20107,120,19,26,10,0.73,3675,2655,3,17,9,14,5,20,20,0,1,50095.29297,160.7386627,,0,,,,0,58,6,3
20107,262,24,25,8,0.96,3305,2910,3,19,6,19,5,5,1,80,0,67544.32813,193.588974,,0,,,,0,18,1,4
20108,39,12,7,3,1.71,1715,1198,5,6,1,7,1,11,9,31,0,53767.125,100.5612183,,,2,1,0,,,,
20108,50,3,7,3,0.43,400,550,2,6,1,2,0,8,8,54,0,53955.03125,97.1598587,,,0,0,0,,,,
20108,120,3,8,5,0.38,410,686,1,1,2,2,1,10,10,22,30,44148.78516,83.57852173,,,0,0,0,,,,
20108,262,10,9,0,1.11,1000,1026,4,6,3,9,0,7,9,70,0,54011.55859,97.75723267,,,0,0,0,,,,
20109,39,12,16,3,0.75,1575,1470,2,12,4,7,5,13,9,15,49,54638.10547,183.622345,3,0,,,,0,,,0
20109,50,17,23,4,0.74,2250,2037,3,18,4,10,7,11,8,73,1,66890.78125,222.124176,6,1,,,,0,,,0
20109,120,13,17,3,0.76,1650,1632,2,14,3,9,4,14,13,0,31,60730.27344,191.5829926,1,0,,,,0,,,0
20109,262,15,21,5,0.71,1875,1662,4,16,5,7,8,4,4,88,0,78683.98438,258.1897583,1,0,,,,0,,,0
20110,39,31,12,7,2.58,4975,3439,5,10,2,25,6,13,12,0,33,56374.84766,150.6154938,,0,,,,0,56,1,2
20110,50,18,16,7,1.13,2985,2228,3,9,7,15,3,12,12,155,0,67348.94531,186.5359497,,1,,,,0,71,2,4
20110,120,15,16,13,0.94,3620,2246,3,12,4,8,7,17,15,0,2,45518.57031,157.5155487,,0,,,,0,96,2,5
20110,262,34,16,5,2.13,4495,3307,7,11,5,25,9,5,7,102,0,60228.79688,183.4178162,,0,,,,0,47,1,6
20111,39,9,7,2,1.29,1010,1263,3,3,0,5,3,10,8,96,70,67231.40625,136.1334229,,0,0,0,0,0,,,0
20111,50,2,8,1,0.25,350,421,2,7,1,1,1,9,7,46,0,54273.53516,108.0654449,,0,1,0,0,0,,,0
20111,120,6,6,4,1,1285,1011,3,5,0,5,0,10,10,15,1,46238.42578,94.78994751,,0,1,0,0,0,,,0
20111,262,10,7,0,1.43,1000,776,3,6,0,7,2,3,2,44,0,49472.1875,96.00261688,,5,0,0,0,0,,,0
20107,46,34,16,4,2.13,4845,3264,5,10,6,29,5,13,14,0,79,46503.03906,142.9701233,,1,,,,0,57,0,7
20107,64,20,20,7,1,3310,2666,3,12,8,13,7,12,12,0,0,58838.70313,170.7338562,,0,,,,0,44,0,2
20107,97,24,24,8,1,3825,2953,4,15,9,15,9,11,11,120,2,56565.62109,176.0321808,,0,,,,0,55,0,4
20107,363,28,22,12,1.27,5280,3398,4,16,6,18,10,11,17,98,1,56723.41016,174.7642059,,0,,,,0,108,7,4
20108,46,8,7,3,1.14,875,1187,3,5,0,4,2,8,5,52,94,40788.76563,74.26927185,,,0,0,0,,,,
20108,64,8,6,3,1.33,975,1344,3,3,0,8,0,8,7,22,0,45844.08203,87.2592392,,,0,0,0,,,,
20108,97,4,7,2,0.57,450,663,1,6,1,0,3,10,11,25,0,38042.72266,67.90189362,,,0,0,0,,,,
20108,363,11,8,0,1.38,1450,1242,7,6,1,7,2,7,6,20,0,42217.47266,76.12656403,,,3,0,0,,,,
20109,46,24,18,7,1.33,2940,2665,9,7,11,20,4,11,7,0,80,62217.85547,207.3169556,2,0,,,,0,,,0
20109,64,15,11,10,1.36,2190,2245,6,8,3,13,2,10,8,0,0,61018.76563,179.2802887,3,1,,,,0,,,0
20109,97,24,14,9,1.71,3250,2475,6,8,6,17,6,10,11,113,28,67814,201.5492096,3,1,,,,0,,,0
20109,363,14,14,5,1,1750,1295,3,10,4,10,4,11,13,77,3,64824.08594,192.2999725,2,0,,,,0,,,0
20110,46,18,26,6,0.69,2705,2923,2,21,5,12,6,15,11,0,41,57804.69141,187.2741241,,0,,,,0,13,1,4
20110,64,11,25,3,0.44,1630,1839,2,19,6,6,5,16,15,0,2,62398.37891,210.7653198,,0,,,,0,21,0,0
20110,97,17,24,5,0.71,3235,1837,3,17,7,13,4,16,14,73,73,63698.71484,208.622757,,0,,,,0,51,4,1
20110,363,14,23,8,0.61,2110,1801,3,16,7,11,3,11,14,47,0,69056.875,207.2823639,,0,,,,0,11,1,3
20111,46,8,8,3,1,1005,1102,3,5,2,6,1,7,6,5,0,43125.65625,85.58655548,,3,1,0,0,0,,,0
20111,64,8,6,2,1.33,915,1052,5,2,2,7,0,10,6,0,0,44235.49219,90.51732635,,1,0,0,0,0,,,0
20111,97,11,4,0,2.75,1700,982,3,4,0,7,0,7,6,82,0,53385.14063,106.6381454,,1,2,0,0,0,,,0
20111,363,1,9,2,0.11,175,417,1,7,2,1,0,7,6,7,0,37860.91797,73.47397614,,0,0,0,0,0,,,0
20132,38,20,28,8,0.71,2935,2546,3,25,3,16,4,14,11,99,33,83155.15625,212.9485321,,0,,,,0,26,1,1
20132,70,22,26,3,0.85,3710,2547,4,23,3,17,5,9,13,0,1,81178.86719,210.5788116,,0,,,,0,47,0,5
20132,111,23,29,9,0.79,3985,3180,3,20,9,13,10,25,22,98,2,76958.11719,197.7297363,,0,,,,0,76,2,5
20132,229,21,31,8,0.68,3190,2933,4,22,9,12,9,22,15,0,2,91658.38281,220.9388275,,0,,,,0,22,4,3
20133,38,3,7,0,0.43,500,619,2,4,2,3,0,6,4,53,0,45938.39844,104.2067413,,1,0,0,0,0,,,0
20133,70,6,7,0,0.86,950,683,2,3,3,4,2,4,3,0,1,30540.30273,75.46088409,,1,1,0,0,0,,,0
20133,111,7,6,0,1.17,700,847,4,3,0,6,0,7,5,54,0,45489.46094,107.8934784,,1,0,0,0,0,,,0
20133,229,5,6,2,0.83,660,821,3,6,0,3,1,7,5,21,30,42246.94922,97.17541504,,0,0,0,0,0,,,0
20134,38,12,14,7,0.86,1725,1586,3,12,2,10,2,13,13,40,1,59165.04297,216.4036865,3,0,,,,0,,,0
20134,70,14,10,5,1.4,1810,2265,5,6,4,12,2,5,8,0,0,38507.84766,151.0969696,3,1,,,,0,,,0
20134,111,17,13,4,1.31,2225,2019,3,11,2,11,6,14,13,95,23,58987.30078,217.7029877,6,1,,,,0,,,0
20134,229,21,8,2,2.63,2485,2296,7,4,4,17,4,8,8,0,0,53535.95703,181.3782959,5,0,,,,0,,,0
20135,38,18,24,9,0.75,2730,2065,3,19,5,13,5,15,12,85,0,63679.27344,174.0172424,,0,,,,0,28,1,3
20135,70,22,17,7,1.29,4015,2680,3,12,5,18,4,7,11,0,0,51993.90234,143.752594,,0,,,,0,72,5,8
20135,111,25,22,8,1.14,4300,3146,4,17,5,21,5,20,16,96,0,58924.3125,164.5446777,,0,,,,0,75,4,3
20135,229,24,19,9,1.26,4500,2847,7,10,9,18,6,15,14,0,0,59592.26563,164.3881683,,1,,,,0,125,1,4
20136,38,4,7,2,0.57,600,601,1,4,1,2,1,5,6,33,0,52144.19922,111.9109344,,0,1,0,0,0,,,0
20136,70,4,7,0,0.57,600,470,2,5,0,3,0,3,3,40,0,43184.02344,96.86433411,,1,0,0,0,0,,,0
20136,111,7,7,1,1,975,997,4,4,1,6,1,8,7,50,0,38509.32031,85.91446686,,2,0,0,0,0,,,0
20136,229,4,7,1,0.57,450,455,2,7,0,3,1,7,6,31,1,37346.54688,82.73655701,,0,0,0,0,0,,,0
20132,39,24,19,7,1.26,3735,2632,4,14,5,20,4,19,18,0,71,68546.46094,169.2737732,,0,,,,0,80,0,4
20132,50,36,28,8,1.29,5310,3991,5,16,12,26,10,16,17,154,0,87352.00781,220.016861,,1,,,,0,71,2,7
20132,120,21,19,8,1.11,3550,2769,7,13,6,17,4,20,16,0,1,59031.39844,154.4571228,,0,,,,0,59,0,4
20132,262,33,20,7,1.65,4995,3348,7,15,5,27,6,6,9,103,0,72906.15625,186.1394806,,0,,,,0,47,4,9
20133,39,7,6,1,1.17,725,937,3,5,0,4,2,7,7,34,0,44940.22656,102.7384186,,2,0,0,0,0,,,0
20133,50,4,5,2,0.8,425,640,2,5,0,2,0,7,2,46,0,52618.94922,118.0187149,,1,0,0,0,0,,,0
20133,120,4,7,4,0.57,630,773,1,5,2,1,3,8,8,0,1,40158.16797,97.9878006,,0,0,0,0,0,,,0
20133,262,11,3,0,3.67,1300,995,5,1,1,9,0,4,5,68,0,50844.21484,114.8460236,,2,0,1,1,0,,,0
20134,39,7,14,2,0.5,930,974,1,13,1,4,3,12,8,0,1,51737.92578,196.1913147,4,0,,,,0,,,0
20134,50,15,18,5,0.83,1825,1822,3,12,6,13,2,7,12,92,44,69350.41406,256.0248718,3,0,,,,0,,,0
20134,120,7,13,4,0.54,915,1140,4,10,3,6,1,12,12,0,0,44487.66797,183.8452606,1,0,,,,0,,,0
20134,262,16,19,2,0.84,1900,1893,2,15,4,10,6,2,4,81,0,63305.98828,236.6064606,1,1,,,,0,,,0
20135,39,20,21,7,0.95,3105,2455,3,16,5,15,5,20,15,0,30,48364.19531,146.7497101,,0,,,,0,37,3,7
20135,50,24,21,8,1.14,4565,3117,6,17,5,17,7,9,11,146,0,66850.75,172.6669464,,0,,,,0,109,5,2
20135,120,17,19,7,0.89,3215,2041,3,14,5,11,6,17,19,0,21,54651.55469,154.5230713,,0,,,,0,61,2,2
20135,262,21,28,5,0.75,2730,3000,3,23,5,15,6,6,5,90,1,76069.44531,219.6016083,,0,,,,0,13,1,3
20136,39,3,5,2,0.6,525,675,1,3,0,3,0,8,8,65,0,52611.79688,116.3718185,,0,1,0,0,0,,,0
20136,50,7,5,0,1.4,700,651,4,3,2,4,0,7,6,38,0,38281.77734,82.04634094,,2,0,0,0,0,,,0
20136,120,8,5,2,1.6,825,905,4,4,1,5,1,8,8,75,0,57515.69922,131.5031738,,0,0,0,0,1,,,0
20136,262,10,4,2,2.5,1025,1336,6,4,0,8,1,3,4,57,2,44267.625,102.259201,,3,0,0,0,0,,,0
20167,93,21,19,4,1.11,3165,2396,4,14,5,13,8,14,9,0,1,58000.28906,164.2067719,,0,,,,0,62,0,7
20167,112,13,23,7,0.57,1890,2540,3,19,4,10,3,12,10,0,0,55561.60938,185.8097839,,0,,,,0,14,1,0
20167,217,24,19,7,1.26,4205,2335,4,15,4,18,6,13,8,200,1,63451.41406,171.3756866,,0,,,,0,83,9,4
20167,550,17,25,7,0.68,3095,2472,3,17,8,12,5,9,9,86,1,62205.58594,189.3908691,,0,,,,0,47,0,4
20168,93,6,6,1,1,650,758,5,2,1,4,0,9,5,85,0,74986.19531,126.5835342,,0,0,0,0,0,,,0
20168,112,7,8,1,0.88,875,1183,3,7,1,4,1,10,7,15,1,49907.77734,86.37349701,,2,0,0,0,0,,,0
20168,217,6,8,0,0.75,600,788,2,8,0,4,2,7,6,29,0,51208.53906,87.615448,,2,0,0,0,0,,,0
20168,550,6,9,2,0.67,925,1002,2,6,1,5,1,5,2,42,0,56372.79688,97.23360443,,2,2,0,0,0,,,0
20169,93,4,17,8,0.24,970,1210,1,12,5,2,2,10,7,0,0,47937.8125,208.7788544,3,0,,,,0,,,0
20169,112,6,15,1,0.4,675,1134,1,12,3,3,3,12,8,0,98,45018.54688,189.8226166,0,0,,,,0,,,0
20169,217,16,10,5,1.6,2050,1875,4,7,3,15,1,8,8,95,0,49524.13281,196.9871979,0,1,,,,0,,,0
20169,550,12,18,3,0.67,1575,1356,2,18,0,6,6,10,4,60,0,53928.33984,233.2068634,3,0,,,,0,,,0
20167,39,18,17,6,1.06,2980,2346,5,13,4,15,3,17,15,0,30,51869.55078,156.1238556,,0,,,,0,45,5,6
20167,50,27,20,5,1.35,4415,2968,6,11,9,20,7,13,9,98,1,58132.01953,162.6573181,,1,,,,0,104,0,5
20167,120,19,16,6,1.19,3870,2380,3,13,3,16,3,14,12,0,0,51751.12891,155.6378174,,0,,,,0,108,3,6
20167,262,22,22,8,1,2825,2821,4,16,6,14,8,1,5,111,0,67557.40625,182.5899353,,0,,,,0,5,1,5
20168,39,10,6,0,1.67,1000,1033,2,5,0,9,0,8,9,80,0,62168.11328,110.4846649,,2,0,0,0,0,,,0
