team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,229,203.4187012,3,16,4,17,12,0,16,20,4,2195,12,4,2269,70,67694.64844,5,,,,,,0,0,0,0.8
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,38,206.7481842,4,17,8,13,14,98,18,24,5,2450,12,6,2363,1,69415.40625,,,,,15,1,0,0,4,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,70,188.6863098,4,18,10,11,13,0,21,28,10,3720,11,10,2712,2,55080.48047,,,,,48,3,0,0,6,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,111,206.6821136,3,19,7,25,20,95,25,26,8,3540,13,12,2829,0,61721.69531,,,,,19,1,0,0,6,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,229,191.5849457,2,16,12,19,12,0,14,28,9,3080,6,8,1789,1,56705.19922,,,,,58,2,0,0,4,0.5
team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
12,Minnesota Røkkr,MIN,69,Los Angeles Thieves,LAT,8800,1684528200,1665871319,3,1,12,69,20192,Mercado Las Almas,CDL Hardpoint,250,123,12,69,29,Benjamin,Bance,Bance,Mercado Las Almas,CDL Hardpoint,29,148.0182495,3,7,7,8,8,96,24,14,5,4470,18,7,2586,0,49667.28516,,,,,122,8,0,1,7,1.71
,,,,,,,,,,,,,20193,Breenbergh Hotel,CDL SnD,2,6,69,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,20194,Himmelmatt Expo,CDL Control,3,1,12,69,36,Cameron,McKilligan,Cammy,Mercado Las Almas,CDL Hardpoint,36,181.4020386,5,11,8,15,13,0,26,19,7,3805,19,7,2986,32,57398.29688,,,,,36,3,0,0,3,1.37
,,,,,,,,,,,,,20195,Al Bagra Fortress,CDL Hardpoint,250,217,12,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,20196,El Asilo,CDL SnD,,,,,100,Dillon,Price,Attach,Mercado Las Almas,CDL Hardpoint,100,179.1469269,3,14,5,19,14,0,15,19,9,2775,10,5,2230,0,56763.48438,,,,,59,0,0,0,2,0.79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,552,Kevin,Bonanno,Fame,Mercado Las Almas,CDL Hardpoint,552,175.9571075,5,15,5,13,14,62,26,20,6,4725,17,9,2416,1,54078.62891,,,,,65,5,0,0,3,1.3
,,,,,,,,,,,,,,,,,,,,38,Kenneth,Williams,Kenny,Breenbergh Hotel,CDL SnD,29,98.28575134,1,3,2,5,4,45,4,8,1,575,4,0,692,12,41358.96094,,1,0,0,,,0,1,0,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,70,Sam,Larew,Octane,Breenbergh Hotel,CDL SnD,36,122.7895813,3,4,0,8,4,5,6,6,0,620,3,1,750,0,51275.34375,,0,0,0,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,111,Dylan,Hannon,Envoy,Breenbergh Hotel,CDL SnD,100,75.41614532,1,7,0,5,4,0,1,7,0,210,1,0,259,0,29383.70898,,1,0,0,,,0,1,0,0.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,229,Zachary,Jordan,Drazah,Breenbergh Hotel,CDL SnD,552,102.8173065,2,6,0,6,5,34,5,7,0,600,2,3,587,0,41717.11719,,1,0,0,,,0,0,0,0.71
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,29,208.1142731,4,13,9,13,15,87,21,22,10,2850,14,6,2695,2,86166.89063,2,,,,,,0,0,0,0.95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,36,180.481369,8,13,5,10,6,0,31,18,4,3355,24,7,3754,101,78058.32031,4,,,,,,0,1,0,1.72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,100,189.4140015,5,11,7,17,8,0,23,18,6,3120,18,5,2647,32,81625.90625,5,,,,,,0,0,0,1.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,552,201.685318,3,14,5,13,13,108,19,19,6,2400,13,6,2195,2,88389.72656,5,,,,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,29,166.8762817,3,15,8,11,15,100,28,22,9,4480,17,11,2973,2,60095.85938,,,,,63,5,0,0,4,1.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,36,154.6067505,4,17,4,9,9,0,27,21,8,4715,20,7,3177,24,55389.49219,,,,,105,4,0,0,4,1.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,100,168.7183228,4,16,8,21,14,0,20,24,15,4350,14,6,2833,89,55543.30859,,,,,92,2,0,0,6,0.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,552,203.6785736,6,23,8,14,21,88,31,31,6,3500,19,12,3563,2,67981.61719,,,,,15,0,0,0,8,1
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL Hardpoint,38,220.1947937,3,15,8,15,14,90,20,23,9,3755,12,8,2296,44,72905.89844,,,,,53,3,0,0,4,0.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL Hardpoint,70,186.0368195,3,15,6,10,11,0,14,21,7,2360,9,5,2186,29,55220.59375,,,,,28,2,0,0,5,0.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL Hardpoint,111,199.0492859,4,18,5,21,18,99,24,23,7,4515,17,7,2598,0,66425.17188,,,,,49,8,0,0,2,1.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL Hardpoint,229,197.9101715,2,16,9,21,16,0,14,24,9,2010,9,5,2158,1,63279.28906,,,,,1,3,0,0,2,0.58
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,38,98.29306793,3,3,1,7,4,24,6,4,0,1210,5,0,701,0,40665.87891,,2,1,1,,,0,2,0,1.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,70,113.9409714,3,3,0,4,4,12,6,5,4,835,5,0,1085,0,47678.4375,,0,0,0,,,0,0,0,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,111,114.354454,2,3,2,7,5,43,5,5,3,600,3,1,626,36,48265.625,,0,0,0,,,0,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,229,118.710144,5,1,1,6,4,78,11,2,0,1300,7,1,1019,0,47837.06641,,0,1,0,,,0,3,0,5.5
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,38,221.6266479,5,22,5,15,9,160,23,27,6,2850,13,10,2816,0,94056.67188,0,,,,,,0,1,0,0.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,70,191.2093201,5,14,5,11,5,0,22,20,7,2880,16,6,2488,0,85957.64063,4,,,,,,0,0,0,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,111,203.0910492,9,18,7,21,14,119,22,25,4,2900,15,7,2573,44,87878.00781,6,,,,,,0,2,0,0.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,229,214.0924072,2,15,7,16,9,0,10,22,8,1940,7,3,2167,152,88520.95313,8,,,,,,0,0,0,0.45
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,38,180.8168182,3,20,7,17,11,83,23,27,8,3795,17,7,3087,101,62625.94141,,,,,47,3,0,0,6,0.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,70,188.7878876,5,20,10,8,14,0,21,30,10,2830,15,6,2644,135,62193.65625,,,,,15,1,0,0,5,0.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,111,181.6228027,3,17,6,22,20,112,26,23,11,4865,21,5,3004,80,63218.80078,,,,,104,3,0,0,4,1.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,229,175.802475,3,13,13,22,16,0,28,26,12,4095,18,10,2990,72,60777.08984,,,,,57,3,0,1,3,1.08
team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
69,Los Angeles Thieves,LAT,10,London Royal Ravens,LDN,8807,1684701000,1665871319,3,0,69,10,20227,Mercado Las Almas,CDL Hardpoint,250,228,69,10,38,Kenneth,Williams,Kenny,Mercado Las Almas,CDL Hardpoint,38,206.4068451,5,20,4,17,10,118,31,24,7,3970,22,10,3698,1,78758.96094,,,,,17,2,0,0,7,1.29
,,,,,,,,,,,,,20228,Mercado Las Almas,CDL SnD,6,4,69,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,20229,Breenbergh Hotel,CDL Control,3,1,69,10,70,Sam,Larew,Octane,Mercado Las Almas,CDL Hardpoint,70,178.6857452,4,11,8,10,14,0,20,19,9,3745,15,5,2648,60,67105.08594,,,,,76,1,0,0,2,1.05
,,,,,,,,,,,,,20230,Embassy,CDL Hardpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,20231,El Asilo,CDL SnD,,,,,111,Dylan,Hannon,Envoy,Mercado Las Almas,CDL Hardpoint,111,175.2166901,3,14,4,17,15,63,17,18,10,4625,10,7,2176,4,65315.87891,,,,,165,2,0,0,5,0.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,229,Zachary,Jordan,Drazah,Mercado Las Almas,CDL Hardpoint,229,191.4836578,5,13,8,19,17,0,28,21,7,4080,20,8,3010,0,70304.97656,,,,,26,1,0,0,4,1.33
,,,,,,,,,,,,,,,,,,,,44,Obaid,Asim,Asim,Mercado Las Almas,CDL SnD,38,115.7950821,4,1,1,10,5,52,10,4,2,1225,7,0,1069,0,53667.74609,,0,0,0,,,0,4,0,2.5
,,,,,,,,,,,,,,,,,,,,102,Matthew,Marshall,Skrapz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,70,87.45957184,1,5,0,8,6,0,2,7,3,410,1,1,519,31,39740.30078,,0,0,0,,,0,1,0,0.29
,,,,,,,,,,,,,,,,,,,,426,Byron,Plumridge,Nastie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,549,Ulisses,Rios,Uli,Mercado Las Almas,CDL SnD,111,102.7829132,5,7,0,9,8,36,9,7,6,1475,4,3,1341,0,47093.55469,,1,1,0,,,0,2,0,1.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,229,122.4151001,2,5,1,10,9,1,6,6,6,1060,4,1,1049,44,51697.48828,,3,0,0,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,38,221.279541,2,11,10,17,10,96,12,21,8,1700,9,3,1511,70,82236.35156,2,,,,,,0,0,0,0.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,70,168.8360443,3,14,6,13,9,0,22,20,5,2800,11,10,2601,35,66488.3125,8,,,,,,0,1,0,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,111,211.2692413,5,13,5,15,16,87,25,18,6,2825,21,4,3227,102,83013.95313,4,,,,,,0,1,0,1.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,229,193.2948761,5,16,2,14,11,0,28,18,5,3505,22,6,3380,124,71691.5,7,,,,,,0,2,0,1.56
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL Hardpoint,44,191.0449219,4,18,7,20,19,100,18,25,5,3080,12,6,2113,43,66916.89063,,,,,58,0,0,0,2,0.72
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL Hardpoint,102,192.6457977,5,17,9,14,10,0,25,26,11,3580,19,6,2965,34,62605.38281,,,,,17,1,0,1,6,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL Hardpoint,426,176.2346344,3,18,8,5,8,0,17,25,9,3765,12,5,2828,22,57790.75781,,,,,109,1,0,0,3,0.68
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL Hardpoint,549,173.2302551,3,14,6,16,11,170,22,20,10,4045,15,7,2660,0,61561.66016,,,,,62,4,0,0,1,1.1
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,44,79.88843536,2,5,3,8,9,33,5,8,3,625,3,1,723,1,38326.39844,,0,0,0,,,0,2,0,0.63
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,102,101.5356293,2,5,0,9,10,0,5,6,2,655,4,0,733,10,44950.92188,,0,0,0,,,0,0,0,0.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,426,110.231987,4,2,1,5,6,35,10,7,1,1075,7,1,1277,0,47945.85547,,0,0,0,,,0,1,0,1.43
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,549,84.4683075,2,4,1,9,8,25,4,6,2,745,4,0,714,0,36334.89844,,2,0,0,,,0,0,0,0.67
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,44,220.3859253,4,20,9,22,16,127,21,29,9,2550,15,6,2896,2,80335.35938,0,,,,,,0,0,0,0.72
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,102,156.906601,2,10,7,12,10,0,18,17,8,2645,14,4,2613,99,61499.34375,8,,,,,,0,0,0,1.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,426,169.0258026,4,14,4,8,7,15,17,19,4,2025,12,5,1996,0,64807.91406,4,,,,,,0,0,0,0.89
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,549,198.0687561,4,19,3,17,11,101,21,22,5,2850,13,8,2700,0,78018.23438,7,,,,,,0,0,0,0.95
team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
12,Minnesota Røkkr,MIN,6,OpTic Texas,TX,8656,1670016600,1664399847,3,1,12,6,19517,Zarqwa Hydroelectric,CDL Hardpoint,203,250,6,12,29,Benjamin,Bance,Bance,Zarqwa Hydroelectric,CDL Hardpoint,29,174.0236969,4,17,4,7,10,104,23,21,8,4080,15,8,2974,0,56379.04297,,,,,68,5,0,0,6,1.1
,,,,,,,,,,,,,19518,Embassy,CDL SnD,6,0,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,19519,El Asilo,CDL Control,3,2,12,6,36,Cameron,McKilligan,Cammy,Zarqwa Hydroelectric,CDL Hardpoint,36,164.33992,2,10,9,8,8,15,17,19,9,3110,12,5,2191,1,54552.88672,,,,,51,2,0,0,6,0.89
,,,,,,,,,,,,,20465,Al Bagra Fortress,CDL Hardpoint,1,0,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,100,Dillon,Price,Attach,Zarqwa Hydroelectric,CDL Hardpoint,100,180.852829,3,17,7,19,19,0,15,24,5,2250,9,6,2092,12,57638.4375,,,,,50,0,0,0,4,0.63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,270,Marcus,Reid,Afro,Zarqwa Hydroelectric,CDL Hardpoint,270,174.3024292,4,16,2,4,5,96,23,18,3,3620,20,3,2402,0,54751.85547,,,,,42,5,0,1,1,1.28
,,,,,,,,,,,,,,,,,,,,42,Anthony,Cuevas-Castro,Shotzzy,Embassy,CDL SnD,29,105.4237671,4,2,0,3,4,4,6,2,1,1150,4,0,743,0,29639.17773,,2,2,1,,,0,2,0,3
,,,,,,,,,,,,,,,,,,,,47,Indervir,Dhaliwal,iLLeY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,98,Brandon,Otell,Dashy,Embassy,CDL SnD,36,82.1044693,4,1,1,4,2,15,4,2,1,325,2,0,401,51,24095.26367,,1,0,0,,,0,0,0,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,108,Seth,Abner,Scump,Embassy,CDL SnD,100,81.71640778,2,3,0,5,5,27,5,3,1,450,2,2,672,0,25916.2793,,0,0,0,,,0,2,0,1.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,270,106.9828339,3,3,1,2,2,57,7,4,0,700,6,1,847,0,31633.60547,,0,0,0,,,0,2,0,1.75
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,29,204.578949,6,23,3,15,17,102,24,26,4,2750,20,4,2955,0,101578.8906,4,,,,,,0,0,0,0.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,36,193.2498169,7,23,3,13,8,130,24,26,3,3025,21,3,3085,64,97485.59375,5,,,,,,0,1,0,0.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,100,175.0381317,5,18,3,21,17,0,24,21,7,2925,18,6,3496,0,87346.65625,2,,,,,,0,0,0,1.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,270,219.559082,6,17,6,8,12,217,26,23,7,3125,24,2,3130,2,105686.3281,3,,,,,,0,0,0,1.13
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,42,188.2535858,3,18,3,11,14,72,21,21,5,3225,19,2,2765,1,70955.26563,,,,,36,5,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,47,176.0943146,4,12,8,1,9,0,19,20,9,3550,13,6,2330,0,61256.70313,,,,,45,3,0,0,3,0.95
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,98,159.6042786,3,12,8,8,11,0,15,20,4,2315,10,5,2067,102,55097.54688,,,,,39,0,0,0,5,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,108,150.3474121,4,14,3,10,11,51,27,17,2,5140,18,9,2946,41,52152.75,,,,,155,5,0,0,4,1.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,42,77.0309906,2,4,1,4,4,26,2,6,1,475,2,0,409,0,25749.52344,,2,0,0,,,0,0,0,0.33
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,47,89.91902161,3,3,1,1,3,8,5,6,0,500,4,1,544,1,28518.4375,,0,0,0,,,0,0,0,0.83
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,98,111.660881,1,4,0,5,0,22,2,5,0,200,1,1,310,0,31055.01758,,0,0,0,,,0,0,0,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,108,73.97063446,1,3,1,4,4,19,2,5,0,200,2,0,219,0,19705.66016,,0,0,0,,,0,0,0,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,42,226.8391113,5,30,2,17,12,139,29,32,8,3575,25,4,3356,1,113768.875,6,,,,,,0,4,0,0.91
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,47,194.0004425,4,21,5,2,19,143,22,26,9,3100,16,6,3393,43,100302.8672,6,,,,,,0,0,0,0.85
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,98,194.3347778,3,15,5,9,6,0,17,20,4,2125,16,1,2235,31,97656.04688,3,,,,,,0,0,0,0.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,108,178.3371124,6,17,3,12,8,112,28,20,4,3475,24,4,3069,0,92582.54688,7,,,,,,0,0,0,1.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
